#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr1	12450000	12500000	A12-A	1.67067	25	54	598	755	0.441981	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12450000	12500000	A12-C	2.01497	25	58	627	829	0.430632	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12450000	12500000	A12-D	1.79507	25	56	631	772	0.449751	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12500000	12550000	A12-A	1.69998	17	54	421	506	0.454153	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12500000	12550000	A12-C	2.03078	17	61	472	580	0.448669	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12500000	12550000	A12-D	1.79727	17	54	423	507	0.454839	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12550000	12600000	A12-A	1.76274	58	49	1258	1614	0.438022	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12550000	12600000	A12-C	2.06585	58	53	1372	1751	0.439321	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12550000	12600000	A12-D	1.85429	58	48	1212	1588	0.432857	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12600000	12650000	A12-A	2.0279	93	47	1974	2479	0.443297	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12600000	12650000	A12-C	2.34515	93	50	2065	2593	0.443323	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12600000	12650000	A12-D	2.07991	93	46	1904	2407	0.441661	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12650000	12700000	A12-A	1.98378	70	46	1445	1830	0.441221	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12650000	12700000	A12-C	2.3252	70	50	1551	2012	0.435307	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12650000	12700000	A12-D	2.00971	70	48	1488	1878	0.442068	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12700000	12750000	A12-A	1.76445	97	50	2193	2708	0.44746	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12700000	12750000	A12-C	2.09747	97	56	2405	3028	0.442665	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12700000	12750000	A12-D	1.85391	97	49	2155	2674	0.446262	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12750000	12800000	A12-A	1.6812	76	51	1715	2161	0.442466	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12750000	12800000	A12-C	2.0205	76	58	2014	2460	0.450156	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12750000	12800000	A12-D	1.79652	76	52	1796	2212	0.448104	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12800000	12850000	A12-A	1.75713	103	54	2353	3270	0.41846	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12800000	12850000	A12-C	2.11977	103	60	2525	3711	0.404907	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12800000	12850000	A12-D	1.89038	103	56	2407	3389	0.415286	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12850000	12900000	A12-A	1.7457	51	58	1055	1939	0.352371	55	1|1	0.217686	2|0	0	2|0	0	1|1	0.782314	1|1	0
chr1	12850000	12900000	A12-C	2.08905	50	65	1219	2043	0.373697	55	1|1	0.222725	2|0	0.261793	2|0	0	1|1	0.515482	1|1	0
chr1	12850000	12900000	A12-D	1.89593	51	57	1051	1884	0.358092	55	1|1	0.176347	2|0	0	2|0	0.217594	1|1	0	1|1	0.606059
chr1	12900000	12950000	A12-A	1.73641	115	68	2652	5178	0.338697	55	1|1	0.217686	2|0	0	2|0	0	1|1	0.782314	1|1	0
chr1	12900000	12950000	A12-C	2.04093	115	75	2952	5719	0.340445	55	1|1	0.222725	2|0	0.261793	2|0	0	1|1	0.515482	1|1	0
chr1	12900000	12950000	A12-D	1.79313	115	67	2575	5173	0.332344	55	1|1	0.176347	2|0	0	2|0	0.217594	1|1	0	1|1	0.606059
chr1	12950000	13000000	A12-A	1.81201	42	35	450	1022	0.305707	55	1|1	0.217686	2|0	0	2|0	0	1|1	0.782314	1|1	0
chr1	12950000	13000000	A12-C	2.06193	42	36	525	1011	0.341797	55	1|1	0.222725	2|0	0.261793	2|0	0	1|1	0.515482	1|1	0
chr1	12950000	13000000	A12-D	1.86918	42	34	464	977	0.321999	55	1|1	0.176347	2|0	0	2|0	0.217594	1|1	0	1|1	0.606059
chr1	13000000	13050000	A12-A	1.84416	23	40	346	583	0.372443	55	1|1	0.217686	2|0	0	2|0	0	1|1	0.782314	1|1	0
chr1	13000000	13050000	A12-C	2.08739	22	43	355	600	0.371728	55	1|1	0.222725	2|0	0.261793	2|0	0	1|1	0.515482	1|1	0
chr1	13000000	13050000	A12-D	1.84145	23	37	326	534	0.37907	55	1|1	0.176347	2|0	0	2|0	0.217594	1|1	0	1|1	0.606059
chr1	13050000	13100000	A12-A	1.93203	4	75	108	194	0.357616	13	1|1	0.217686	2|0	0	1|0	0	1|1	0.782314	3|1	0
chr1	13050000	13100000	A12-C	2.47889	4	85	117	224	0.343109	13	1|1	0.222725	2|0	0.261793	1|0	0	1|1	0.515482	3|1	0
chr1	13050000	13100000	A12-D	1.89186	4	72	86	205	0.295533	13	1|1	0.176347	2|0	0	1|0	0.217594	1|1	0	3|1	0.606059
chr1	13100000	13150000	A12-A	1.78295	22	26	215	371	0.366894	55	1|1	0.217686	2|0	0	2|0	0	1|1	0.782314	1|1	0
chr1	13100000	13150000	A12-C	2.06365	24	30	254	474	0.348901	55	1|1	0.222725	2|0	0.261793	2|0	0	1|1	0.515482	1|1	0
chr1	13100000	13150000	A12-D	1.77111	22	30	262	412	0.388724	55	1|1	0.176347	2|0	0	2|0	0.217594	1|1	0	1|1	0.606059
chr1	13150000	13200000	A12-A	1.82935	28	78	692	1507	0.314688	55	1|1	0.217686	2|0	0	2|0	0	1|1	0.782314	1|1	0
chr1	13150000	13200000	A12-C	2.08998	28	86	874	1559	0.359227	55	1|1	0.222725	2|0	0.261793	2|0	0	1|1	0.515482	1|1	0
chr1	13150000	13200000	A12-D	1.8767	28	74	701	1397	0.334128	55	1|1	0.176347	2|0	0	2|0	0.217594	1|1	0	1|1	0.606059
chr1	13200000	13250000	A12-A	1.95646	8	44	118	235	0.334278	38	1|1	0.217686	2|1	0	2|1	0	1|1	0.782314	2|0	0
chr1	13200000	13250000	A12-C	2.25646	8	50	139	265	0.344059	38	1|1	0.222725	2|1	0.261793	2|1	0	1|1	0.515482	2|0	0
chr1	13200000	13250000	A12-D	2.07057	8	42	115	221	0.342262	38	1|1	0.176347	2|1	0	2|1	0.217594	1|1	0	2|0	0.606059
chr1	13300000	13350000	A12-A	1.88603	7	26	50	135	0.27027	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	13300000	13350000	A12-C	2.09609	7	24	52	122	0.298851	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	13300000	13350000	A12-D	2.07933	6	28	57	111	0.339286	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	13350000	13400000	A12-A	2.04426	13	42	201	352	0.363472	47	1|1	0.217686	1|1	0	1|1	0	2|1	0.782314	2|1	0
chr1	13350000	13400000	A12-C	2.25911	13	46	223	381	0.369205	47	1|1	0.222725	1|1	0.261793	1|1	0	2|1	0.515482	2|1	0
chr1	13350000	13400000	A12-D	2.08989	13	39	181	338	0.348748	47	1|1	0.176347	1|1	0	1|1	0.217594	2|1	0	2|1	0.606059
chr1	13400000	13450000	A12-A	2.13835	5	33	56	113	0.331361	47	1|1	0.217686	1|1	0	1|1	0	2|1	0.782314	2|1	0
chr1	13400000	13450000	A12-C	2.29126	5	37	67	118	0.362162	47	1|1	0.222725	1|1	0.261793	1|1	0	2|1	0.515482	2|1	0
chr1	13400000	13450000	A12-D	2.06553	5	34	58	115	0.33526	47	1|1	0.176347	1|1	0	1|1	0.217594	2|1	0	2|1	0.606059
chr1	13450000	13500000	A12-A	1.88672	20	33	260	401	0.393343	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	13450000	13500000	A12-C	2.05216	20	33	262	403	0.393985	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	13450000	13500000	A12-D	1.88346	20	32	262	383	0.406202	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	13600000	13650000	A12-A	1.89716	3	64	87	107	0.5	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	13600000	13650000	A12-C	2.18085	3	68	91	114	0.5	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	13600000	13650000	A12-D	1.80496	3	53	75	86	0.5	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	13650000	13700000	A12-A	1.79268	5	15	24	52	0.315789	55	1|1	0.217686	2|0	0	2|0	0	1|1	0.782314	1|1	0
chr1	13650000	13700000	A12-C	2.03354	6	12	28	46	0.378378	55	1|1	0.222725	2|0	0.261793	2|0	0	1|1	0.515482	1|1	0
chr1	13650000	13700000	A12-D	1.93293	7	13	31	64	0.326316	55	1|1	0.176347	2|0	0	2|0	0.217594	1|1	0	1|1	0.606059
chr1	13700000	13750000	A12-A	1.99293	3	21	24	41	0.369231	38	1|1	0.217686	2|1	0	2|1	0	1|1	0.782314	2|0	0
chr1	13700000	13750000	A12-C	2.28599	3	26	32	48	0.4	38	1|1	0.222725	2|1	0.261793	2|1	0	1|1	0.515482	2|0	0
chr1	13700000	13750000	A12-D	1.95887	3	21	26	38	0.5	38	1|1	0.176347	2|1	0	2|1	0.217594	1|1	0	2|0	0.606059
chr1	13750000	13800000	A12-A	1.85265	48	45	958	1215	0.440865	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	13750000	13800000	A12-C	2.20466	48	51	1080	1376	0.439739	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	13750000	13800000	A12-D	1.9657	48	47	974	1283	0.431546	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	13800000	13850000	A12-A	1.94713	80	47	1615	2166	0.427136	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	13800000	13850000	A12-C	2.29421	79	50	1771	2232	0.442418	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	13800000	13850000	A12-D	2.0186	79	45	1553	2039	0.43235	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	13850000	13900000	A12-A	1.7653	71	50	1594	2016	0.441551	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	13850000	13900000	A12-C	2.0854	71	56	1839	2207	0.454523	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	13850000	13900000	A12-D	1.84844	71	50	1610	2001	0.44586	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	13900000	13950000	A12-A	1.86113	62	52	1472	1797	0.450291	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	13900000	13950000	A12-C	2.17439	62	55	1531	1934	0.441847	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	13900000	13950000	A12-D	1.91634	62	51	1405	1771	0.44238	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	13950000	14000000	A12-A	1.68835	88	51	1915	2582	0.425839	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	13950000	14000000	A12-C	2.00078	88	55	2142	2715	0.441013	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	13950000	14000000	A12-D	1.78318	88	50	1946	2532	0.434569	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14000000	14050000	A12-A	1.6183	11	50	252	306	0.451613	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14000000	14050000	A12-C	1.93823	11	58	297	347	0.46118	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14000000	14050000	A12-D	1.71985	11	54	251	345	0.421141	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14050000	14100000	A12-A	1.62811	3	49	70	79	0.5	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14050000	14100000	A12-C	1.98419	3	63	85	104	0.5	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14050000	14100000	A12-D	1.75575	3	49	68	81	0.5	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14100000	14150000	A12-A	1.87021	43	50	957	1234	0.436787	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14100000	14150000	A12-C	2.18372	43	54	1063	1288	0.452148	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14100000	14150000	A12-D	1.90189	43	48	911	1165	0.438825	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14150000	14200000	A12-A	1.72188	58	50	1303	1651	0.441097	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14150000	14200000	A12-C	2.01379	58	55	1463	1781	0.450986	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14150000	14200000	A12-D	1.82618	58	51	1305	1692	0.435435	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14200000	14250000	A12-A	1.76828	61	50	1346	1752	0.434474	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14200000	14250000	A12-C	2.12225	61	54	1465	1853	0.441531	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14200000	14250000	A12-D	1.91854	61	50	1379	1727	0.443979	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14250000	14300000	A12-A	1.66998	142	50	3146	4034	0.438162	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14250000	14300000	A12-C	2.02225	142	55	3540	4366	0.447761	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14250000	14300000	A12-D	1.77835	142	50	3223	4007	0.445781	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14300000	14350000	A12-A	1.6233	63	51	1411	1857	0.431763	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14300000	14350000	A12-C	1.92983	63	57	1610	2011	0.444629	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14300000	14350000	A12-D	1.76452	63	56	1567	1990	0.44054	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14350000	14400000	A12-A	1.69401	87	51	1992	2460	0.447439	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14350000	14400000	A12-C	2.03541	87	57	2225	2820	0.441031	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14350000	14400000	A12-D	1.80579	87	52	2010	2523	0.443415	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14400000	14450000	A12-A	1.68065	43	52	973	1268	0.434181	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14400000	14450000	A12-C	2.041	43	58	1088	1425	0.432949	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14400000	14450000	A12-D	1.80217	43	55	1048	1345	0.437944	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14450000	14500000	A12-A	1.66767	141	52	3260	4123	0.441555	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14450000	14500000	A12-C	1.97726	141	57	3589	4492	0.444128	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14450000	14500000	A12-D	1.76766	141	52	3285	4166	0.44088	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14500000	14550000	A12-A	1.61739	49	53	1151	1449	0.442692	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14500000	14550000	A12-C	1.95153	49	60	1319	1666	0.441876	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14500000	14550000	A12-D	1.74364	49	54	1192	1462	0.449133	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14550000	14600000	A12-A	1.69878	36	53	862	1055	0.449661	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14550000	14600000	A12-C	2.02846	36	59	946	1182	0.444549	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14550000	14600000	A12-D	1.78966	36	54	911	1060	0.462202	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14600000	14650000	A12-A	1.66065	30	52	684	891	0.434286	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14600000	14650000	A12-C	2.00553	30	62	849	1019	0.454497	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14600000	14650000	A12-D	1.78121	30	56	764	943	0.447569	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14650000	14700000	A12-A	1.69114	18	55	436	569	0.433831	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14650000	14700000	A12-C	2.03993	18	53	436	524	0.454167	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14650000	14700000	A12-D	1.83795	18	52	409	537	0.432347	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14700000	14750000	A12-A	1.67724	37	52	858	1091	0.440226	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14700000	14750000	A12-C	2.01057	37	57	915	1196	0.433444	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14700000	14750000	A12-D	1.80985	37	52	900	1060	0.459184	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14750000	14800000	A12-A	1.71914	19	51	429	558	0.43465	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14750000	14800000	A12-C	2.06716	19	56	452	619	0.422035	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14750000	14800000	A12-D	1.81773	19	52	440	552	0.443548	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14800000	14850000	A12-A	1.70619	55	47	1164	1470	0.441913	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14800000	14850000	A12-C	2.02114	55	53	1312	1628	0.446259	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14800000	14850000	A12-D	1.782	55	50	1233	1548	0.443366	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14850000	14900000	A12-A	1.69266	54	52	1250	1558	0.445157	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14850000	14900000	A12-C	2.03372	54	58	1400	1745	0.445151	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14850000	14900000	A12-D	1.84139	54	53	1266	1634	0.436552	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14900000	14950000	A12-A	1.78477	50	52	1162	1438	0.446923	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14900000	14950000	A12-C	2.1392	50	57	1298	1586	0.450069	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14900000	14950000	A12-D	1.86271	50	52	1140	1471	0.436614	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	14950000	15000000	A12-A	1.79858	17	50	384	479	0.444959	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	14950000	15000000	A12-C	2.19336	17	61	464	578	0.445298	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	14950000	15000000	A12-D	1.91179	17	50	377	478	0.440936	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15000000	15050000	A12-A	1.88583	33	48	718	890	0.446517	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15000000	15050000	A12-C	2.28245	33	56	826	1046	0.441239	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15000000	15050000	A12-D	1.9443	33	49	719	928	0.436551	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15050000	15100000	A12-A	1.86819	53	49	1174	1461	0.445541	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15050000	15100000	A12-C	2.21309	53	53	1235	1597	0.436088	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15050000	15100000	A12-D	1.96052	53	48	1154	1395	0.452727	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15100000	15150000	A12-A	1.88763	109	50	2446	3017	0.447739	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15100000	15150000	A12-C	2.23067	110	54	2716	3306	0.451013	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15100000	15150000	A12-D	1.95239	110	49	2394	2996	0.444156	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15150000	15200000	A12-A	1.8669	64	49	1380	1765	0.438792	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15150000	15200000	A12-C	2.20432	64	55	1574	1962	0.445136	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15150000	15200000	A12-D	1.92552	64	50	1422	1819	0.438753	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15200000	15250000	A12-A	1.83979	50	47	1059	1326	0.444025	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15200000	15250000	A12-C	2.18159	50	52	1131	1476	0.433832	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15200000	15250000	A12-D	1.91425	50	45	988	1305	0.430877	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15250000	15300000	A12-A	2.00482	85	49	1882	2290	0.451103	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15250000	15300000	A12-C	2.34337	85	52	2000	2459	0.448531	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15250000	15300000	A12-D	2.06661	85	48	1837	2321	0.441799	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15300000	15350000	A12-A	2.00382	72	44	1348	1830	0.424166	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15300000	15350000	A12-C	2.33881	72	50	1595	2056	0.436867	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15300000	15350000	A12-D	2.05889	72	46	1427	1901	0.428786	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15350000	15400000	A12-A	1.97258	90	43	1702	2252	0.43045	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15350000	15400000	A12-C	2.31046	90	48	1883	2445	0.435074	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15350000	15400000	A12-D	1.96429	90	43	1659	2251	0.424297	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15400000	15450000	A12-A	1.99971	81	47	1698	2135	0.442995	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15400000	15450000	A12-C	2.38443	81	53	1963	2406	0.449302	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15400000	15450000	A12-D	2.0969	81	48	1710	2251	0.431709	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15450000	15500000	A12-A	1.91769	209	49	4438	5812	0.432976	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15450000	15500000	A12-C	2.2352	209	53	4874	6219	0.439376	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15450000	15500000	A12-D	2.0125	209	48	4418	5803	0.432247	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15500000	15550000	A12-A	1.81872	127	48	2673	3503	0.432804	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15500000	15550000	A12-C	2.1534	127	52	2976	3737	0.443319	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15500000	15550000	A12-D	1.90831	127	48	2691	3450	0.438202	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15550000	15600000	A12-A	1.69248	34	53	838	996	0.456925	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15550000	15600000	A12-C	2.03198	34	58	903	1096	0.451726	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	15550000	15600000	A12-D	1.79742	34	52	794	984	0.446569	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	15600000	15650000	A12-A	1.80309	65	49	1380	1805	0.433281	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	15600000	15650000	A12-C	2.13813	66	53	1582	1978	0.444382	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
