#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1
chr1	42500000	42750000	DCIS	1.15094	4	23	35	58	0.376344	6	1|1	0.457942	2|1	0.542058
chr1	42500000	42750000	INV	0.984374	3	25	28	47	0.373333	6	1|1	0.62914	2|1	0.37086
chr1	42750000	43000000	DCIS	1.16969	8	64	220	294	0.428016	6	1|1	0.457942	2|1	0.542058
chr1	42750000	43000000	INV	0.952626	5	59	131	168	0.438127	6	1|1	0.62914	2|1	0.37086
chr1	43000000	43250000	DCIS	1.17049	17	83	579	842	0.40746	6	1|1	0.457942	2|1	0.542058
chr1	43000000	43250000	INV	1.04527	10	72	337	388	0.464828	6	1|1	0.62914	2|1	0.37086
chr1	43250000	43500000	DCIS	1.18498	7	99	286	413	0.409156	6	1|1	0.457942	2|1	0.542058
chr1	43250000	43500000	INV	0.939553	7	79	247	308	0.445045	6	1|1	0.62914	2|1	0.37086
chr1	43500000	43750000	DCIS	1.12143	1	33	14	19	0.424242	6	1|1	0.457942	2|0	0.542058
chr1	43500000	43750000	INV	0.982523	1	14	4	10	0.285714	6	1|1	0.62914	2|0	0.37086
chr1	43750000	44000000	DCIS	1.20821	22	77	719	989	0.42096	6	1|1	0.457942	2|1	0.542058
chr1	43750000	44000000	INV	0.934693	20	51	486	551	0.46866	6	1|1	0.62914	2|1	0.37086
chr1	44000000	44250000	DCIS	1.21494	19	53	407	611	0.399804	6	1|1	0.457942	2|1	0.542058
chr1	44000000	44250000	INV	1.01222	16	43	276	414	0.4	6	1|1	0.62914	2|1	0.37086
chr1	44250000	44500000	DCIS	1.26214	4	87	143	207	0.408571	6	1|1	0.457942	2|1	0.542058
chr1	44250000	44500000	INV	0.932026	3	73	80	140	0.363636	6	1|1	0.62914	2|1	0.37086
chr1	44500000	44750000	DCIS	1.20383	6	61	132	236	0.358696	6	1|1	0.457942	2|1	0.542058
chr1	44500000	44750000	INV	0.980244	4	70	117	166	0.413428	6	1|1	0.62914	2|1	0.37086
chr1	45000000	45250000	DCIS	1.34306	4	29	37	80	0.316239	6	1|1	0.457942	2|1	0.542058
chr1	45000000	45250000	INV	1.02811	2	14	12	17	0.413793	6	1|1	0.62914	2|1	0.37086
chr1	45250000	45500000	DCIS	1.39024	21	84	718	1057	0.404507	6	1|1	0.457942	2|1	0.542058
chr1	45250000	45500000	INV	1.02365	15	70	461	602	0.433678	6	1|1	0.62914	2|1	0.37086
chr1	45500000	45750000	DCIS	1.14161	3	102	128	178	0.418301	6	1|1	0.457942	2|1	0.542058
chr1	45500000	45750000	INV	1.02645	2	121	115	127	0.475207	6	1|1	0.62914	2|1	0.37086
chr1	45750000	46000000	DCIS	1.32584	17	65	459	662	0.409456	6	1|1	0.457942	2|1	0.542058
chr1	45750000	46000000	INV	1.03639	11	44	203	291	0.410931	6	1|1	0.62914	2|1	0.37086
chr1	46000000	46250000	DCIS	1.24975	34	73	1016	1474	0.408032	6	1|1	0.457942	2|1	0.542058
chr1	46000000	46250000	INV	1.10784	23	60	610	787	0.43665	6	1|1	0.62914	2|1	0.37086
chr1	46250000	46500000	DCIS	1.20943	11	83	370	552	0.401302	6	1|1	0.457942	2|1	0.542058
chr1	46250000	46500000	INV	0.964818	9	63	252	321	0.439791	6	1|1	0.62914	2|1	0.37086
chr1	46500000	46750000	DCIS	1.23606	9	92	347	481	0.419082	6	1|1	0.457942	2|1	0.542058
chr1	46500000	46750000	INV	1.03367	6	86	236	284	0.453846	6	1|1	0.62914	2|1	0.37086
chr1	46750000	47000000	DCIS	1.30116	8	70	244	316	0.435714	6	1|1	0.457942	2|1	0.542058
chr1	46750000	47000000	INV	1.06068	6	70	171	250	0.406176	6	1|1	0.62914	2|1	0.37086
chr1	47000000	47250000	DCIS	1.18026	16	78	544	719	0.430721	6	1|1	0.457942	2|1	0.542058
chr1	47000000	47250000	INV	1.01091	12	57	301	387	0.4375	6	1|1	0.62914	2|1	0.37086
chr1	47250000	47500000	DCIS	1.14805	24	80	760	1179	0.391955	6	1|1	0.457942	2|1	0.542058
chr1	47250000	47500000	INV	0.905157	19	57	465	627	0.425824	6	1|1	0.62914	2|1	0.37086
chr1	47500000	47750000	DCIS	1.14134	36	80	1106	1787	0.382302	6	1|1	0.457942	2|1	0.542058
chr1	47500000	47750000	INV	0.954928	25	63	643	936	0.40722	6	1|1	0.62914	2|1	0.37086
chr1	47750000	48000000	DCIS	1.31665	8	104	329	504	0.394958	6	1|1	0.457942	2|1	0.542058
chr1	47750000	48000000	INV	1.10196	5	35	71	107	0.398876	6	1|1	0.62914	2|1	0.37086
chr1	48500000	48750000	DCIS	1.04052	1	33	13	20	0.393939	6	1|1	0.457942	1|1	0.542058
chr1	48500000	48750000	INV	0.886943	1	36	17	19	0.472222	6	1|1	0.62914	1|1	0.37086
chr1	48750000	49000000	DCIS	1.02891	5	16	29	55	0.345238	6	1|1	0.457942	1|1	0.542058
chr1	48750000	49000000	INV	0.958033	4	10	18	24	0.428571	6	1|1	0.62914	1|1	0.37086
chr1	49000000	49250000	DCIS	1.04284	13	49	251	386	0.394035	6	1|1	0.457942	1|1	0.542058
chr1	49000000	49250000	INV	0.8924	9	22	77	125	0.381188	6	1|1	0.62914	1|1	0.37086
chr1	50250000	50500000	DCIS	0.947803	2	62	50	75	0.4	6	1|1	0.457942	1|1	0.542058
chr1	50250000	50500000	INV	0.963583	1	70	35	35	0.5	6	1|1	0.62914	1|1	0.37086
chr1	50500000	50750000	DCIS	1.04064	2	61	55	68	0.447154	6	1|1	0.457942	1|1	0.542058
chr1	50500000	50750000	INV	0.936101	2	42	34	51	0.4	6	1|1	0.62914	1|1	0.37086
chr1	50750000	51000000	DCIS	0.977503	3	122	147	219	0.401639	6	1|1	0.457942	1|1	0.542058
chr1	50750000	51000000	INV	0.955514	2	171	150	192	0.438596	6	1|1	0.62914	1|1	0.37086
chr1	51750000	52000000	DCIS	1.21777	4	106	171	255	0.401408	6	1|1	0.457942	2|1	0.542058
chr1	51750000	52000000	INV	1.01569	4	85	158	182	0.464706	6	1|1	0.62914	2|1	0.37086
chr1	52000000	52250000	DCIS	1.13077	4	46	76	108	0.413043	6	1|1	0.457942	2|1	0.542058
chr1	52000000	52250000	INV	1.01047	1	36	15	21	0.416667	6	1|1	0.62914	2|1	0.37086
chr1	52250000	52500000	DCIS	1.14544	8	105	344	499	0.408066	6	1|1	0.457942	2|1	0.542058
chr1	52250000	52500000	INV	1.03413	8	74	269	324	0.453626	6	1|1	0.62914	2|1	0.37086
chr1	52500000	52750000	DCIS	1.1782	4	19	32	45	0.415584	6	1|1	0.457942	2|1	0.542058
chr1	52500000	52750000	INV	1.04328	3	21	28	35	0.444444	6	1|1	0.62914	2|1	0.37086
chr1	52750000	53000000	DCIS	1.1822	8	102	338	483	0.411693	6	1|1	0.457942	2|1	0.542058
chr1	52750000	53000000	INV	1.06242	5	67	131	208	0.386431	6	1|1	0.62914	2|1	0.37086
chr1	53000000	53250000	DCIS	1.33757	8	74	227	371	0.379599	6	1|1	0.457942	2|1	0.542058
chr1	53000000	53250000	INV	1.13381	5	58	128	165	0.43686	6	1|1	0.62914	2|1	0.37086
chr1	53250000	53500000	DCIS	1.17928	13	76	376	615	0.379415	6	1|1	0.457942	2|1	0.542058
chr1	53250000	53500000	INV	1.08659	8	73	256	332	0.435374	6	1|1	0.62914	2|1	0.37086
chr1	53500000	53750000	DCIS	1.15817	17	88	604	896	0.402667	6	1|1	0.457942	2|1	0.542058
chr1	53500000	53750000	INV	0.973328	14	68	402	558	0.41875	6	1|1	0.62914	2|1	0.37086
chr1	54000000	54250000	DCIS	1.05016	2	25	19	32	0.372549	6	1|1	0.457942	2|0	0.542058
chr1	54000000	54250000	INV	0.92839	1	11	2	9	0.181818	6	1|1	0.62914	2|0	0.37086
chr1	54250000	54500000	DCIS	2.12068	5	165	306	522	0.369565	4	1|1	0.457942	4|1	0.542058
chr1	54250000	54500000	INV	1.75422	3	134	154	249	0.382134	4	1|1	0.62914	4|1	0.37086
chr1	54500000	54750000	DCIS	2.02304	6	66	129	267	0.325758	4	1|1	0.457942	4|1	0.542058
chr1	54500000	54750000	INV	1.5343	4	29	36	83	0.302521	4	1|1	0.62914	4|1	0.37086
chr1	54750000	55000000	DCIS	2.09931	4	33	36	98	0.268657	4	1|1	0.457942	4|1	0.542058
chr1	54750000	55000000	INV	1.6371	2	31	25	38	0.396825	4	1|1	0.62914	4|1	0.37086
chr1	55000000	55250000	DCIS	2.02087	23	87	669	1351	0.331188	4	1|1	0.457942	4|1	0.542058
chr1	55000000	55250000	INV	1.57289	15	64	344	628	0.353909	4	1|1	0.62914	4|1	0.37086
chr1	55250000	55500000	DCIS	1.93103	23	91	640	1455	0.305489	4	1|1	0.457942	4|1	0.542058
chr1	55250000	55500000	INV	1.39366	20	37	223	529	0.296543	4	1|1	0.62914	4|1	0.37086
chr1	55500000	55750000	DCIS	1.49796	6	57	106	237	0.309038	4	1|1	0.457942	3|1	0.542058
chr1	55500000	55750000	INV	1.28097	6	66	150	249	0.37594	4	1|1	0.62914	3|1	0.37086
chr1	55750000	56000000	DCIS	2.89925	1	101	14	87	0.138614	7	1|1	0.457942	5|0	0.542058
chr1	55750000	56000000	INV	2.26597	1	21	4	17	0.190476	7	1|1	0.62914	5|0	0.37086
chr1	57000000	57250000	DCIS	2.10612	17	95	398	1222	0.245679	7	1|1	0.457942	5|0	0.542058
chr1	57000000	57250000	INV	1.72241	14	30	132	301	0.30485	7	1|1	0.62914	5|0	0.37086
chr1	57250000	57500000	DCIS	2.04414	15	76	305	846	0.264987	7	1|1	0.457942	5|0	0.542058
chr1	57250000	57500000	INV	1.63701	8	47	98	278	0.260638	7	1|1	0.62914	5|0	0.37086
chr1	57500000	57750000	DCIS	2.20566	4	115	131	332	0.282937	7	1|1	0.457942	5|0	0.542058
chr1	57500000	57750000	INV	1.82865	2	122	60	184	0.245902	7	1|1	0.62914	5|0	0.37086
chr1	58000000	58250000	DCIS	1.98003	1	60	11	49	0.183333	7	1|1	0.457942	5|0	0.542058
chr1	58000000	58250000	INV	1.88292	1	10	3	7	0.3	7	1|1	0.62914	5|0	0.37086
chr1	59000000	59250000	DCIS	2.75041	3	96	59	229	0.204861	7	1|1	0.457942	5|0	0.542058
chr1	59000000	59250000	INV	2.06729	1	47	15	32	0.319149	7	1|1	0.62914	5|0	0.37086
chr1	59250000	59500000	DCIS	2.65759	6	98	153	435	0.260204	7	1|1	0.457942	5|0	0.542058
chr1	59250000	59500000	INV	1.98204	6	72	107	327	0.246544	7	1|1	0.62914	5|0	0.37086
chr1	59750000	60000000	DCIS	2.83646	2	185	87	283	0.235135	7	1|1	0.457942	5|0	0.542058
chr1	59750000	60000000	INV	2.19844	2	32	17	47	0.265625	7	1|1	0.62914	5|0	0.37086
chr1	60250000	60500000	DCIS	3.49645	2	122	44	200	0.180328	7	1|1	0.457942	5|0	0.542058
chr1	60250000	60500000	INV	2.56398	3	104	51	262	0.162939	7	1|1	0.62914	5|0	0.37086
chr1	61750000	62000000	DCIS	2.986	5	118	165	429	0.277778	7	1|1	0.457942	5|0	0.542058
chr1	61750000	62000000	INV	2.17495	5	20	28	74	0.27451	7	1|1	0.62914	5|0	0.37086
chr1	62000000	62250000	DCIS	2.42807	8	121	275	700	0.282051	7	1|1	0.457942	5|0	0.542058
chr1	62000000	62250000	INV	2.00293	5	32	46	115	0.285714	7	1|1	0.62914	5|0	0.37086
chr1	62250000	62500000	DCIS	2.0334	9	137	379	860	0.305892	7	1|1	0.457942	4|1	0.542058
chr1	62250000	62500000	INV	1.73548	8	55	159	283	0.359729	7	1|1	0.62914	4|1	0.37086
chr1	62500000	62750000	DCIS	2.0149	14	139	631	1318	0.323756	7	1|1	0.457942	4|1	0.542058
chr1	62500000	62750000	INV	1.76858	14	91	397	879	0.311129	7	1|1	0.62914	4|1	0.37086
chr1	62750000	63000000	DCIS	1.11541	3	111	137	198	0.408955	6	1|1	0.457942	2|1	0.542058
chr1	62750000	63000000	INV	1.01255	1	24	10	14	0.416667	6	1|1	0.62914	2|1	0.37086
chr1	63750000	64000000	DCIS	1.03087	9	130	488	686	0.415673	6	1|1	0.457942	1|1	0.542058
chr1	63750000	64000000	INV	0.961933	7	75	230	298	0.435606	6	1|1	0.62914	1|1	0.37086
chr1	64000000	64250000	DCIS	1.01233	3	95	113	174	0.393728	6	1|1	0.457942	1|1	0.542058
chr1	64000000	64250000	INV	0.940439	1	178	85	93	0.477528	6	1|1	0.62914	1|1	0.37086
chr1	64500000	64750000	DCIS	0.987823	14	69	401	566	0.414685	6	1|1	0.457942	1|1	0.542058
chr1	64500000	64750000	INV	0.953312	11	51	231	330	0.411765	6	1|1	0.62914	1|1	0.37086
chr1	65000000	65250000	DCIS	0.99833	6	58	138	212	0.394286	6	1|1	0.457942	1|1	0.542058
chr1	65000000	65250000	INV	1.00275	4	53	78	135	0.366197	6	1|1	0.62914	1|1	0.37086
chr1	65250000	65500000	DCIS	1.10978	7	50	141	213	0.398305	6	1|1	0.457942	2|1	0.542058
chr1	65250000	65500000	INV	0.937061	3	37	44	68	0.392857	6	1|1	0.62914	2|1	0.37086
chr1	65500000	65750000	DCIS	1.08343	2	44	38	50	0.431818	6	1|1	0.457942	2|0	0.542058
chr1	65500000	65750000	INV	0.948455	2	12	5	19	0.208333	6	1|1	0.62914	2|0	0.37086
chr1	65750000	66000000	DCIS	0.970943	12	69	377	460	0.450418	6	1|1	0.457942	1|1	0.542058
chr1	65750000	66000000	INV	0.905676	10	50	211	294	0.417822	6	1|1	0.62914	1|1	0.37086
chr1	66000000	66250000	DCIS	0.977991	6	62	168	206	0.449198	6	1|1	0.457942	1|1	0.542058
chr1	66000000	66250000	INV	0.986436	4	61	117	130	0.473684	6	1|1	0.62914	1|1	0.37086
chr1	66750000	67000000	DCIS	1.08225	4	63	109	143	0.43254	6	1|1	0.457942	1|1	0.542058
chr1	66750000	67000000	INV	0.862617	3	57	81	92	0.468208	6	1|1	0.62914	1|1	0.37086
chr1	67000000	67250000	DCIS	0.989045	14	67	356	587	0.377519	6	1|1	0.457942	1|1	0.542058
chr1	67000000	67250000	INV	0.968348	6	91	233	316	0.424408	6	1|1	0.62914	1|1	0.37086
chr1	67250000	67500000	DCIS	1.10379	7	76	206	329	0.385047	6	1|1	0.457942	2|0	0.542058
chr1	67250000	67500000	INV	1.01681	5	70	120	233	0.339943	6	1|1	0.62914	2|0	0.37086
chr1	67500000	67750000	DCIS	1.07159	15	75	444	685	0.393268	6	1|1	0.457942	2|1	0.542058
chr1	67500000	67750000	INV	1.02812	8	82	298	364	0.450151	6	1|1	0.62914	2|1	0.37086
chr1	67750000	68000000	DCIS	1.12692	5	107	242	295	0.450652	6	1|1	0.457942	2|1	0.542058
chr1	67750000	68000000	INV	1.01252	5	76	179	205	0.466146	6	1|1	0.62914	2|1	0.37086
chr1	68000000	68250000	DCIS	1.23302	1	193	69	124	0.357513	6	1|1	0.457942	2|1	0.542058
chr1	68000000	68250000	INV	1.01657	1	178	86	92	0.483146	6	1|1	0.62914	2|1	0.37086
chr1	68500000	68750000	DCIS	0.943428	21	52	442	663	0.4	6	1|1	0.457942	1|1	0.542058
chr1	68500000	68750000	INV	0.898461	15	45	285	399	0.416667	6	1|1	0.62914	1|1	0.37086
chr1	70000000	70250000	DCIS	0.855155	1	104	30	74	0.288462	6	1|1	0.457942	2|0	0.542058
chr1	70000000	70250000	INV	0.910816	1	30	14	16	0.466667	6	1|1	0.62914	2|0	0.37086
chr1	70250000	70500000	DCIS	0.901877	1	114	54	60	0.473684	6	1|1	0.457942	1|1	0.542058
chr1	70250000	70500000	INV	0.899849	1	36	16	20	0.444444	6	1|1	0.62914	1|1	0.37086
chr1	70500000	70750000	DCIS	1.01871	2	91	75	107	0.412088	6	1|1	0.457942	1|1	0.542058
chr1	70500000	70750000	INV	0.950267	1	56	23	33	0.410714	6	1|1	0.62914	1|1	0.37086
chr1	70750000	71000000	DCIS	1.08566	5	84	186	234	0.442857	6	1|1	0.457942	2|1	0.542058
chr1	70750000	71000000	INV	1.04828	3	91	114	159	0.417582	6	1|1	0.62914	2|1	0.37086
chr1	71000000	71250000	DCIS	0.912589	1	8	4	4	0.5	6	1|1	0.457942	2|0	0.542058
chr1	71000000	71250000	INV	0.975297	1	12	3	9	0.25	6	1|1	0.62914	2|0	0.37086
chr1	74250000	74500000	DCIS	1.04589	3	62	75	112	0.40107	6	1|1	0.457942	1|1	0.542058
chr1	74250000	74500000	INV	0.952381	3	18	21	34	0.381818	6	1|1	0.62914	1|1	0.37086
chr1	74500000	74750000	DCIS	1.05799	10	78	324	464	0.411168	6	1|1	0.457942	2|1	0.542058
chr1	74500000	74750000	INV	0.998123	5	97	217	271	0.444672	6	1|1	0.62914	2|1	0.37086
chr1	74750000	75000000	DCIS	1.11848	7	83	259	325	0.443493	6	1|1	0.457942	2|1	0.542058
chr1	74750000	75000000	INV	1.11468	6	41	103	148	0.410359	6	1|1	0.62914	2|1	0.37086
chr1	75000000	75250000	DCIS	0.961013	10	78	268	517	0.341401	6	1|1	0.457942	1|1	0.542058
chr1	75000000	75250000	INV	0.915833	7	78	213	339	0.38587	6	1|1	0.62914	1|1	0.37086
chr1	75500000	75750000	DCIS	1.19065	4	46	62	122	0.336957	6	1|1	0.457942	2|1	0.542058
chr1	75500000	75750000	INV	1.10854	2	63	60	67	0.472441	6	1|1	0.62914	2|1	0.37086
chr1	76000000	76250000	DCIS	1.59894	1	224	105	119	0.46875	4	1|1	0.457942	2|2	0.542058
chr1	76000000	76250000	INV	1.33209	1	215	99	116	0.460465	4	1|1	0.62914	2|2	0.37086
chr1	76250000	76500000	DCIS	1.50923	10	100	419	581	0.419	4	1|1	0.457942	3|2	0.542058
chr1	76250000	76500000	INV	1.32813	8	75	232	369	0.386023	4	1|1	0.62914	3|2	0.37086
chr1	77000000	77250000	DCIS	1.20384	1	160	54	106	0.3375	6	1|1	0.457942	2|1	0.542058
chr1	77000000	77250000	INV	1.11019	1	113	54	59	0.477876	6	1|1	0.62914	2|1	0.37086
chr1	77500000	77750000	DCIS	1.36406	1	210	91	119	0.433333	4	1|1	0.457942	2|2	0.542058
chr1	77500000	77750000	INV	1.20509	1	131	55	76	0.419847	4	1|1	0.62914	2|2	0.37086
chr1	78000000	78250000	DCIS	1.73198	4	53	52	160	0.245283	4	1|1	0.457942	4|1	0.542058
chr1	78000000	78250000	INV	1.58359	2	37	30	44	0.405405	4	1|1	0.62914	4|1	0.37086
chr1	78250000	78500000	DCIS	1.95879	3	155	128	339	0.27409	4	1|1	0.457942	4|1	0.542058
chr1	78250000	78500000	INV	1.73146	2	80	74	87	0.459627	4	1|1	0.62914	4|1	0.37086
chr1	78500000	78750000	DCIS	1.87969	2	146	104	188	0.356164	4	1|1	0.457942	4|1	0.542058
chr1	78500000	78750000	INV	1.64489	3	131	116	278	0.294416	4	1|1	0.62914	4|1	0.37086
chr1	78750000	79000000	DCIS	0.948685	4	55	78	142	0.354545	6	1|1	0.457942	1|1	0.542058
chr1	78750000	79000000	INV	0.920552	3	23	27	44	0.380282	6	1|1	0.62914	1|1	0.37086
chr1	79000000	79250000	DCIS	1.11341	8	92	339	400	0.458728	6	1|1	0.457942	2|1	0.542058
chr1	79000000	79250000	INV	1.02324	6	65	167	228	0.422785	6	1|1	0.62914	2|1	0.37086
chr1	79250000	79500000	DCIS	1.05915	3	23	29	40	0.42029	6	1|1	0.457942	2|0	0.542058
chr1	79250000	79500000	INV	1.07087	2	21	13	29	0.309524	6	1|1	0.62914	2|0	0.37086
chr1	79500000	79750000	DCIS	0.955763	3	180	261	281	0.48155	6	1|1	0.457942	1|1	0.542058
chr1	79500000	79750000	INV	0.916077	3	132	185	212	0.465995	6	1|1	0.62914	1|1	0.37086
chr1	79750000	80000000	DCIS	1.11833	1	101	45	56	0.445545	6	1|1	0.457942	2|1	0.542058
chr1	79750000	80000000	INV	0.972323	1	79	38	41	0.481013	6	1|1	0.62914	2|1	0.37086
chr1	80500000	80750000	DCIS	0.997726	4	47	72	118	0.378947	6	1|1	0.457942	2|1	0.542058
chr1	80500000	80750000	INV	1.04275	4	34	62	76	0.449275	6	1|1	0.62914	2|1	0.37086
chr1	81750000	82000000	DCIS	1.0807	3	79	108	131	0.451883	6	1|1	0.457942	2|0	0.542058
chr1	81750000	82000000	INV	0.984593	3	62	58	128	0.311828	6	1|1	0.62914	2|0	0.37086
chr1	82250000	82500000	DCIS	1.04723	2	199	180	218	0.452261	6	1|1	0.457942	2|1	0.542058
chr1	82250000	82500000	INV	1.01183	2	121	111	131	0.458678	6	1|1	0.62914	2|1	0.37086
chr1	84250000	84500000	DCIS	1.18188	1	209	101	108	0.483254	6	1|1	0.457942	2|1	0.542058
chr1	84250000	84500000	INV	1.05562	1	179	79	100	0.441341	6	1|1	0.62914	2|1	0.37086
chr1	85250000	85500000	DCIS	1.28514	2	77	59	96	0.380645	6	1|1	0.457942	3|0	0.542058
chr1	85250000	85500000	INV	1.15542	1	52	13	39	0.25	6	1|1	0.62914	3|0	0.37086
chr1	85500000	85750000	DCIS	1.23034	18	99	801	997	0.445495	6	1|1	0.457942	2|2	0.542058
chr1	85500000	85750000	INV	1.16003	12	86	463	570	0.448209	6	1|1	0.62914	2|2	0.37086
chr1	86000000	86250000	DCIS	1.25359	8	109	410	463	0.469645	6	1|1	0.457942	2|2	0.542058
chr1	86000000	86250000	INV	1.09008	7	81	245	322	0.432099	6	1|1	0.62914	2|2	0.37086
chr1	86250000	86500000	DCIS	1.20873	17	81	614	771	0.443321	6	1|1	0.457942	2|1	0.542058
chr1	86250000	86500000	INV	1.08409	12	61	309	423	0.422131	6	1|1	0.62914	2|1	0.37086
chr1	86500000	86750000	DCIS	1.12706	11	95	472	573	0.451675	6	1|1	0.457942	2|1	0.542058
chr1	86500000	86750000	INV	1.09505	9	72	303	348	0.465438	6	1|1	0.62914	2|1	0.37086
chr1	86750000	87000000	DCIS	1.30824	46	88	1784	2277	0.439301	6	1|1	0.457942	2|2	0.542058
chr1	86750000	87000000	INV	1.08865	34	71	1056	1362	0.436725	6	1|1	0.62914	2|2	0.37086
chr1	87000000	87250000	DCIS	1.19745	12	133	716	890	0.445828	6	1|1	0.457942	2|2	0.542058
chr1	87000000	87250000	INV	1.10773	9	80	315	413	0.432692	6	1|1	0.62914	2|2	0.37086
chr1	87250000	87500000	DCIS	1.37273	8	106	388	463	0.455934	6	1|1	0.457942	2|2	0.542058
chr1	87250000	87500000	INV	1.27622	6	102	283	329	0.462418	6	1|1	0.62914	2|2	0.37086
chr1	87500000	87750000	DCIS	1.16552	7	145	473	548	0.463271	6	1|1	0.457942	2|1	0.542058
chr1	87500000	87750000	INV	1.03054	6	100	270	335	0.446281	6	1|1	0.62914	2|1	0.37086
chr1	87750000	88000000	DCIS	1.28635	1	26	8	18	0.307692	6	1|1	0.457942	2|1	0.542058
chr1	87750000	88000000	INV	1.08309	1	8	4	4	0.5	6	1|1	0.62914	2|1	0.37086
chr1	89000000	89250000	DCIS	1.6131	1	14	7	7	0.5	4	1|1	0.457942	3|2	0.542058
chr1	89000000	89250000	INV	1.37048	1	13	5	8	0.384615	4	1|1	0.62914	3|2	0.37086
chr1	89250000	89500000	DCIS	1.67861	16	82	490	833	0.37037	4	1|1	0.457942	3|2	0.542058
chr1	89250000	89500000	INV	1.3847	8	58	189	276	0.406452	4	1|1	0.62914	3|2	0.37086
chr1	89500000	89750000	DCIS	1.54748	17	118	782	1226	0.389442	4	1|1	0.457942	2|2	0.542058
chr1	89500000	89750000	INV	1.20475	14	66	401	529	0.431183	4	1|1	0.62914	2|2	0.37086
chr1	89750000	90000000	DCIS	1.4883	8	111	363	532	0.405587	4	1|1	0.457942	2|2	0.542058
chr1	89750000	90000000	INV	1.16256	8	90	292	430	0.404432	4	1|1	0.62914	2|2	0.37086
chr1	90000000	90250000	DCIS	1.52004	5	118	222	370	0.375	4	1|1	0.457942	2|2	0.542058
chr1	90000000	90250000	INV	1.21274	5	124	279	342	0.449275	4	1|1	0.62914	2|2	0.37086
chr1	90250000	90500000	DCIS	1.61443	8	74	232	366	0.38796	4	1|1	0.457942	3|2	0.542058
chr1	90250000	90500000	INV	1.35622	6	37	85	138	0.381166	4	1|1	0.62914	3|2	0.37086
chr1	91250000	91500000	DCIS	1.6671	2	149	99	199	0.332215	4	1|1	0.457942	3|2	0.542058
chr1	91250000	91500000	INV	1.38947	2	63	46	81	0.362205	4	1|1	0.62914	3|2	0.37086
chr1	91500000	91750000	DCIS	1.6968	5	70	125	226	0.356125	4	1|1	0.457942	3|2	0.542058
chr1	91500000	91750000	INV	1.4791	3	49	52	95	0.353741	4	1|1	0.62914	3|2	0.37086
chr1	91750000	92000000	DCIS	1.696	3	99	85	213	0.285235	4	1|1	0.457942	4|1	0.542058
chr1	91750000	92000000	INV	1.42736	2	71	54	89	0.377622	4	1|1	0.62914	4|1	0.37086
chr1	92000000	92250000	DCIS	1.82389	6	117	253	452	0.358865	4	1|1	0.457942	3|2	0.542058
chr1	92000000	92250000	INV	1.41689	4	120	194	289	0.401656	4	1|1	0.62914	3|2	0.37086
chr1	92250000	92500000	DCIS	1.92477	11	103	404	737	0.354075	4	1|1	0.457942	4|1	0.542058
chr1	92250000	92500000	INV	1.69445	9	87	286	505	0.361568	4	1|1	0.62914	4|1	0.37086
chr1	92500000	92750000	DCIS	1.80826	8	104	326	511	0.389486	4	1|1	0.457942	3|2	0.542058
chr1	92500000	92750000	INV	1.54735	3	88	110	155	0.415094	4	1|1	0.62914	3|2	0.37086
chr1	92750000	93000000	DCIS	1.91162	11	120	416	905	0.314913	4	1|1	0.457942	4|1	0.542058
chr1	92750000	93000000	INV	1.52358	11	59	233	424	0.354642	4	1|1	0.62914	4|1	0.37086
chr1	93000000	93250000	DCIS	1.92209	3	53	60	101	0.372671	4	1|1	0.457942	4|1	0.542058
chr1	93000000	93250000	INV	1.60689	2	17	8	27	0.228571	4	1|1	0.62914	4|1	0.37086
chr1	93250000	93500000	DCIS	2.09452	4	92	116	253	0.314363	4	1|1	0.457942	4|1	0.542058
chr1	93250000	93500000	INV	1.58508	4	32	49	80	0.379845	4	1|1	0.62914	4|1	0.37086
chr1	93500000	93750000	DCIS	2.04939	1	73	25	48	0.342466	4	1|1	0.457942	5|0	0.542058
chr1	93500000	93750000	INV	1.67645	1	23	5	18	0.217391	4	1|1	0.62914	5|0	0.37086
chr1	94000000	94250000	DCIS	1.72974	4	97	178	210	0.458763	4	1|1	0.457942	3|2	0.542058
chr1	94000000	94250000	INV	1.32861	4	32	48	81	0.372093	4	1|1	0.62914	3|2	0.37086
chr1	94250000	94500000	DCIS	1.57371	14	108	568	951	0.37393	4	1|1	0.457942	3|2	0.542058
chr1	94250000	94500000	INV	1.27448	10	77	329	441	0.427273	4	1|1	0.62914	3|2	0.37086
chr1	94500000	94750000	DCIS	1.43939	11	98	466	615	0.431082	4	1|1	0.457942	2|2	0.542058
chr1	94500000	94750000	INV	1.22064	5	68	159	181	0.467647	4	1|1	0.62914	2|2	0.37086
chr1	95250000	95500000	DCIS	1.52586	11	112	541	693	0.438412	4	1|1	0.457942	2|2	0.542058
chr1	95250000	95500000	INV	1.26389	9	77	294	399	0.424242	4	1|1	0.62914	2|2	0.37086
chr1	95500000	95750000	DCIS	1.43903	4	71	115	169	0.40493	4	1|1	0.457942	2|2	0.542058
chr1	95500000	95750000	INV	1.21755	3	27	39	42	0.481481	4	1|1	0.62914	2|2	0.37086
chr1	96750000	97000000	DCIS	1.30378	6	133	328	471	0.410513	4	1|1	0.457942	2|2	0.542058
